,restaurant_name,restaurant_url,avg_review_score,reviews,type_of_cuisine,street,zip_code,city
46682,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-wendenschlossstrasse,4.0,1194,"American, Burgers, Wraps",Wendenschloßstraße 2,12559,Berlin
46689,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-koepenick,4.5,1761,"Snacks, Italian style pizza, American style pizza",Puchanstraße 22,12555,Berlin
46702,Müggelschlößchen Restaurant,https://www.lieferando.de/en/menu/mueggelschloesschen-restaurant-bolschestrasse,4.5,1735,"Chinese, Sushi, Thai",Bölschestraße 126,12587,Berlin
46706,Marina Sol,https://www.lieferando.de/en/menu/marina-sol,5.0,65,"Steaks, Fish, Schnitzel",Müggelseedamm 70,12587,Berlin
46715,L'Annam,https://www.lieferando.de/en/menu/lannam,4.5,458,"Sushi, Japanese, Asian",Bölschestraße 76,12587,Berlin
46726,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-kaulsdorf,4.0,1131,"Snacks, Italian style pizza, American style pizza",Kaulsdorfer Straße 133,12555,Berlin
46760,Asiagourmet,https://www.lieferando.de/en/menu/asiagourmet-berlin,4.0,28,"Thai, Vietnamese, Asian",Bahnhofstraße 33-38,12555,Berlin
46762,Chia's Burger 2,https://www.lieferando.de/en/menu/chias-burger-2,4.0,215,"Burgers, Schnitzel, Fries",Dahlwitzer Straße 32,12623,Berlin
46821,Down Town Garage,https://www.lieferando.de/en/menu/down-town-garage,4.0,574,"Snacks, American, Burgers",Müggelheimer Damm 267,12559,Berlin
46891,Noki Asiatische Spezialitäten,https://www.lieferando.de/en/menu/noki-asiatische-spezialitaeten,3.5,162,"Sushi, Thai, Asian",Müggelheimer Damm 233,12559,Berlin
46913,Badshah Indisches Restaurant,https://www.lieferando.de/en/menu/badshah-indisches-restaurant-schoeneiche,5.0,128,"Indian, Fish, Chicken",Hubertusstraße 7,15566,Schöneiche
46947,Seepalast,https://www.lieferando.de/en/menu/seepalast,4.5,56,"Chinese, Sushi, Asian",Fürstenwalder Allee 17,12589,Berlin
46951,Dos Parejas - Mexikanisches Restaurant,https://www.lieferando.de/en/menu/dos-parejas-mexikanisches-restaurant,3.5,746,"Mexican, Italian style pizza, Burgers",Berliner Allee 38,15345,Altlandsberg
46977,Asia Sushi Nilan,https://www.lieferando.de/en/menu/asia-sushi-nilan,4.0,1627,"Sushi, Thai, Vietnamese",Am Rosengarten 48,15566,Berlin
46978,Call a Pizza,https://www.lieferando.de/en/menu/call-a-pizza-schoeneiche-brandenburgische-strasse,4.0,1395,Italian,Brandenburgische Straße 149,15566,Berlin
46979,Asia Park,https://www.lieferando.de/en/menu/asia-park-erkner,4.0,977,"Sushi, Thai",Seestraße 43,15537,Erkner
46980,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-erkner,4.0,494,"Italian, American, Burgers",Rudolf-Breitscheid-Straße 10,15537,Erkner
46987,Pizza S.W.A.T,https://www.lieferando.de/en/menu/pizza-swat-15537,4.0,109,"Italian style pizza, Burgers, Pasta",Friedrichstraße 58,15537,Erkner
46989,BURGER KING ®,https://www.lieferando.de/en/menu/burger-king-ahrensfelde-eiche-landsberger-chaussee,3.5,3536,"Snacks, American, Burgers",Landsberger Chaussee 15,16356,Eiche
46990,Mauritius Grill Berlin,https://www.lieferando.de/en/menu/mauritius-grill-berlin,4.5,39,"Italian style pizza, Döner, Pasta",Havemannstr. 6a,12689,Berlin
46991,BURGER KING ®,https://www.lieferando.de/en/menu/burger-king-berlin-neuenhagener-strasse,3.0,2940,"Snacks, American, Burgers",Neuenhagener Straße 23,12623,Berlin
47003,Call a Pizza,https://www.lieferando.de/en/menu/call-a-pizza-berlin-hellersdorf,4.5,6495,"Italian style pizza, Burgers, Pasta",Quedlinburger Straße 16,12627,Berlin
47005,Epi's Internationale Spezialitäten,https://www.lieferando.de/en/menu/epis-internationale-spezialitaeten,4.5,3080,"Italian style pizza, Döner, Asian",Rabensteiner Str. 36,12689,Berlin
47006,burgerme,https://www.lieferando.de/en/menu/burgerme-hellersdorf-mahlsdorfer-strasse,4.5,3817,"Snacks, American, Burgers",Mahlsdorfer Straße 53-57,15366,Berlin
47007,Steakhaus Barbecue,https://www.lieferando.de/en/menu/steakhaus-barbecue-berlin-1,4.5,3616,"Mexican, Steaks, Beef",Hönower Str. 189,12623,Berlin
47010,Domino's Pizza,https://www.lieferando.de/en/menu/dominosmahlsdorf,4.5,1693,"Snacks, Italian style pizza, American style pizza",Hönower Straße 171,12623,Berlin
47012,Sushi For You,https://www.lieferando.de/en/menu/sushi-for-you-berlin-hellersdorf-quedlingburger-str,4.5,3738,"Sushi, Japanese, Poke bowl",Quedlingburger Str. 12,12627,Berlin
47015,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-berlin-stollbergstrasse,4.5,3118,"Italian style pizza, Burgers, Pasta",Stollbergerstr. 43,12627,Berlin
47016,Lees Kitchen,https://www.lieferando.de/en/menu/lees-kitchen-1,4.5,1104,"Sushi, Curry, Asian",Cecilienstrasse 159,12683,Berlin
47017,Yogi-Haus - Indisches Restaurant,https://www.lieferando.de/en/menu/yogi-haus-indisches-restaurant-12627,4.5,1681,"Indian, Lunch, Vegan",Rathener Straße 10,12627,Berlin
47018,Freddy Fresh Pizza & Burger,https://www.lieferando.de/en/menu/freddy-fresh-pizza-burger-hellersdorf,4.5,331,"Italian style pizza, American style pizza, Burgers",Windbergweg 1,12621,Berlin
47021,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-hellersdorf,4.5,3703,"Snacks, Italian style pizza, American style pizza",Fritz-Lang-Str. 8,12627,Berlin
47023,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-hoenow,3.5,1010,"Burgers, Wraps, Salads",Altlandsberger Chaussee -,15366,Hönow
47024,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-alt-mahlsdorf,4.0,401,"American, Burgers, Ice cream",Alt-Mahlsdorf 59,12623,Berlin
47027,Dal Vino,https://www.lieferando.de/en/menu/dal-vino,4.5,781,"Italian style pizza, Steaks, Pasta",Lil-Dagover-Gasse 1,12627,Berlin
47028,Kyōto,https://www.lieferando.de/en/menu/kyoto-berlin,4.5,2291,"Sushi, Thai, Vietnamese",Heinrich-Grüber-Straße 7a,12621,Berlin
47031,Viet Thai Lieferservice,https://www.lieferando.de/en/menu/viet-thai-lieferservice-hellersdorf,4.5,640,"Sushi, Thai, Asian",Dahlwitzer Straße 32,12623,Berlin
47032,Mio Sushi,https://www.lieferando.de/en/menu/mio-sushi-berlin-marzahn,4.5,2090,"Chinese, Sushi, Chicken",Wittenberger Straße 68,12689,Berlin
47036,Yoko Sushi,https://www.lieferando.de/en/menu/yoko-sushi-berlin-heidenauer-strasse,4.0,1922,"Sushi, Japanese, Poke bowl",Heidenauer Straße 25,12627,Berlin
47037,Restaurant Amaretto,https://www.lieferando.de/en/menu/amaretto-tre,4.0,8443,"Italian, Italian style pizza, Pasta",Suhler Str. 40,12629,Berlin
47040,Vuong Asia Bistro,https://www.lieferando.de/en/menu/vuong-asia-bistro-berlin-biesdorf,4.5,591,"Chinese, Sushi, Vietnamese",Köpenicker Straße 26-28,12683,Berlin
47042,Hui Feng,https://www.lieferando.de/en/menu/hui-feng-berlin-hellersdorfer-promenade,4.0,3634,"Chinese, Thai, Snacks",Hellersdorfer Promenade 24,12627,Berlin
47045,Leonardo Pizza,https://www.lieferando.de/en/menu/leonardo-pizza,4.5,47,"Italian style pizza, Burgers, Pasta",Alte Hellersdorfer Str. 138,12629,Berlin
47047,myam-stix,https://www.lieferando.de/en/menu/myam-stix-1,4.5,67,"Sushi, Thai, Vietnamese",Landsberger Chaussee 17,16356,Eiche
47048,Neu Wuzhou,https://www.lieferando.de/en/menu/neu-wuzhou,4.5,3326,"Chinese, Indonesian, Vietnamese",Marzahner Promenade 13,12679,Berlin
47053,Pizza & Burger Bulls,https://www.lieferando.de/en/menu/pizza-burger-bulls-berlin-hellersdorf,3.5,4509,"Italian style pizza, Burgers, Pasta",Hellersdorfer Promenade 19,12627,Berlin
47055,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-berlin-mahlsdorf,4.0,1082,"Italian, American, Burgers",Hönower Str. 214,12623,Berlin
47059,L'Osteria,https://www.lieferando.de/en/menu/losteria-berlin-mahlsdorf,3.5,515,"Italian style pizza, Salads, Pasta",Alt Mahlsdorf 88,12623,Berlin
47060,Eiche Grill Döner Kebap Asia Bistro,https://www.lieferando.de/en/menu/eiche-grill-doener-kebap-asia-bistro,3.5,1615,"Burgers, Döner, Asian",Landsberger Chaussee 14,16356,Ahrensfelde
47061,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-berlin-hohenschoenhausen,3.5,860,"Italian, Sushi, Burgers",Wustrower Str. 20,13051,Berlin
47063,Burger Planet,https://www.lieferando.de/en/menu/burger-planet-berlin-hoenowerstr,3.0,205,"Burgers, Fries",Hönower Straße 216a,12623,Berlin
47067,Syrtaki Griechisches Restaurant,https://www.lieferando.de/en/menu/syrtaki-griechisches-restaurant-hellersdorf,4.5,863,"Greek, Gyros, Beef",Fritz-Lang-Platz 5,12627,Berlin
47068,Stradivari,https://www.lieferando.de/en/menu/stradivari,4.5,350,"Italian style pizza, Steaks, Pasta",Heidenauer Straße 17,12627,Berlin
47070,Arta - Griechisches Restaurant,https://www.lieferando.de/en/menu/restaurant-arta,4.0,1729,"Greek, Gyros, Pasta",Am Grünzug 24,15366,Hoppegarten
47075,Hello Sushi,https://www.lieferando.de/en/menu/hello-sushi-kaulsdorf,4.5,226,"Sushi, Asian, Poke bowl",Heinrich-Grüber-Straße 12A,12621,Berlin
47159,Hogarts Circus Caffee / Backshop,https://www.lieferando.de/en/menu/hogarts-circus-caffee-backshop,5.0,12,"Lunch, Breakfast, Café",Rennbahnallee 123,15366,Hoppegarten
47229,Chia's Burger,https://www.lieferando.de/en/menu/chias-burger,4.0,873,"Snacks, American, Burgers",Hoppegartener Straße 6,15366,Neuenhagen
47285,Pizza s.w.a.t,https://www.lieferando.de/en/menu/pizza-swat-neuenhagen-bei-berlin-1,4.5,1338,"Italian style pizza, Burgers, Vegan",Hauptstraße 108,15366,Berlin
47299,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-berlin-marzahn,4.0,1250,"Italian, Sushi, Burgers",Hellersdorfer Weg 36,12689,Berlin
47346,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-bitterfelder-strasse,3.0,744,"American, Burgers, Wraps",Bitterfelder Straße 9,12681,Berlin
47418,BURGER KING ®,https://www.lieferando.de/en/menu/burger-king-berlin-marzahner-promenade,2.5,2633,"Snacks, American, Burgers",Marzahner Promenade 1a,12679,Berlin
47434,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-marzahn,4.5,1097,"Snacks, Italian style pizza, American style pizza",Oberweißbacher Str. 7,12687,Berlin
47435,Sushi For You,https://www.lieferando.de/en/menu/sushi-for-you-berlin-marzahn-allee-der-kosmonauten,4.5,5377,"Sushi, Japanese, Asian",Allee der Kosmonauten 151b,12685,Berlin
47436,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-berlin-allee-der-k,4.0,6450,"Italian style pizza, Burgers, Pasta",Allee der Kosmonauten 151,12685,Berlin
47442,Call a Pizza,https://www.lieferando.de/en/menu/call-a-pizza-ahrensfelde,4.0,1802,"Italian style pizza, Burgers, Pasta",Dorfstraße 17,16356,Ahrensfelde
47447,burgerme,https://www.lieferando.de/en/menu/burgerme-berlin-marzahn,4.5,1049,"Snacks, American, Burgers",Allee der Kosmonauten 151a,12685,Berlin
47454,Aashirvad Restaurant,https://www.lieferando.de/en/menu/aashirvad-restaurant-berlin,4.5,390,"Indian, Vegetarian, Curry",Lindenberger Straße 2-4,13059,Berlin
47484,Burger Planet,https://www.lieferando.de/en/menu/burger-planet-berlin-hellersdorfer-weg,3.5,564,"Burgers, Fries",Hellersdorfer Weg 34,12689,Berlin
47492,An Minh Cuisine Asiatische Spezialitäten,https://www.lieferando.de/en/menu/an-minh-cuisine,4.5,475,"Chinese, Curry, Asian",Hellersdorfer Weg 36,12689,Berlin
47500,Subway,https://www.lieferando.de/en/menu/subway-berlin-marzahner-promenade,4.5,26,"Sandwiches, Wraps, Salads",Marzahner Promenade 1A,12679,Berlin
47555,Pizza & Burger Bulls,https://www.lieferando.de/en/menu/pizza-burger-bulls-falkenberg,4.5,876,"American style pizza, Burgers, Pasta",Dorfstraße 10,13057,Berlin
47575,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-hohenschoenhausen,4.0,1869,"Snacks, Italian style pizza, American style pizza",Grevesmühlener Str. 30,13059,Berlin
47626,Drachen Bistro,https://www.lieferando.de/en/menu/drachen-bistro-berlin,4.5,512,"Vietnamese, Asian",Egon-Erwin-Kisch-Straße 30,13059,Berlin
47634,By Miran Burger und Grillhaus,https://www.lieferando.de/en/menu/by-miran-burger-und-grillhaus,4.0,43,"Turkish pizza, Burgers, Döner",Ribnitzer Str 10 A,13051,Berlin
47908,Pizzeria Yasmin,https://www.lieferando.de/en/menu/pizzeria-yasmin-ribnitzer-strasse,4.0,1111,"Turkish, Italian style pizza, Döner",Ribnitzer Straße 17a,13051,Berlin
47987,Eleganz Bistro,https://www.lieferando.de/en/menu/eleganz-bistro,4.5,102,"Turkish pizza, Burgers, Döner",Hauptstraße 11,13055,Berlin
48000,China-Restaurant Bao-Feng,https://www.lieferando.de/en/menu/china-restaurant-bao-feng,4.5,2158,"Chinese, Thai, Vietnamese",Zingster Str. 58a,13051,Berlin
48038,BURGER KING ®,https://www.lieferando.de/en/menu/burger-king-berlin-prerower-platz,4.5,2791,"Snacks, American, Burgers",Prerower Platz 1,13051,Berlin
48039,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-konrad-wolf-str,4.5,25,"Italian style pizza, Burgers, Pasta",Konrad-Wolf-Straße 108,13055,Berlin
48071,Mac's Bistro,https://www.lieferando.de/en/menu/macs-bistro-berlin-1,4.5,653,"Sushi, Italian style pizza, Döner",Ribnitzer Straße 24,13051,Berlin
48075,burgerme,https://www.lieferando.de/en/menu/burgerme-berlin-neu-hohenschonhausen,4.5,258,"Snacks, American, Burgers",Matenzeile 20,13053,Berlin
48080,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-ahrensfelde-karl-marx-strasse,3.5,963,"American, Burgers, Ice cream",Karl-Marx-Straße 50,16356,Ahrensfelde
48081,Pizzafabrik,https://www.lieferando.de/en/menu/pizzafabrik-berlin-zingster-strasse,4.5,2220,"Italian, Italian style pizza, American",Zingster Str. 14,13051,Berlin
48088,König Döner,https://www.lieferando.de/en/menu/koenig-doener-16321,4.5,132,"Burgers, Döner, Salads",Spreeallee 6,16321,Berlin
48100,Asia Bistro im Storchenhof,https://www.lieferando.de/en/menu/asia-bistro-im-storchenhof,4.5,2886,"Chinese, Sushi, Thai",Hauptstr. 9,13055,Berlin
48114,Son Asia,https://www.lieferando.de/en/menu/son-asia,3.5,1423,"Chinese, Sushi, Asian",Wiltbergstraße 2,13125,Berlin
48136,Pizzeria La Rosa Linden-Center,https://www.lieferando.de/en/menu/pizzeria-la-rosa-berlin-1,4.5,22,"Italian style pizza, Pasta, Schnitzel",Prerower Platz 1,13051,Berlin
48732,Mittagsbringer,https://www.lieferando.de/en/menu/mittagsbringer,4.0,1585,"German dishes, Burgers, Pasta",Alt Blankenburg 5,13129,Berlin
48746,Pizza-Bringer,https://www.lieferando.de/en/menu/pizza-bringer,4.0,233,"Italian style pizza, Burgers, Pasta",Straße 18 10,13129,Berlin
48747,Fellini Pizza,https://www.lieferando.de/en/menu/fellini-pizza-new-owner,3.5,2428,"Italian, Italian style pizza, Pasta",Langhansstraße 151,13086,Berlin
48760,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-berlin-karower-chaussee,3.0,1721,"Italian, American, Burgers",Karower Chaussee 100,13125,Berlin
48869,Il Cantuccio I Biscotti Di Leonardo,https://www.lieferando.de/en/menu/il-cantuccio-i-biscotti-di-leonando,0.0,0,"Italian, Cake, Baked Goods",Wörther Straße 24,10405,Berlin
49192,Sushi For You,https://www.lieferando.de/en/menu/sushi-for-you-berlin-pankow,4.0,7940,"Sushi, Japanese, Asian",Grabbeallee 17,13156,Berlin
49206,Tele Pizza,https://www.lieferando.de/en/menu/tele-pizza-berlin-pankow,4.0,4360,"Snacks, Italian style pizza, Burgers",Blankenburger Straße 149,13127,Berlin
49225,Yoko Sushi,https://www.lieferando.de/en/menu/yoko-sushi-blankenburg,4.0,433,"Sushi, Japanese, Poke bowl",Bahnhofstraße 41,13129,Berlin
49321,Pizza Gelato de Angeli,https://www.lieferando.de/en/menu/pizza-gelato-de-angelo,4.5,294,"Italian style pizza, Salads",Dietzgenstrasse 68,13156,Berlin
49377,Pizza & Burger Bulls,https://www.lieferando.de/en/menu/pizza-bulls-panketal-alt-zepernick,4.0,4454,"Italian style pizza, Burgers, Pasta",Alt Zepernick 6,16341,Panketal
49378,Viet Thai Bistro,https://www.lieferando.de/en/menu/viet-thai-bistro-berlin-1,4.5,1243,"Sushi, Vietnamese, Japanese",Schönerlinder Straße 60 - 65,13127,Berlin
49379,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-karow,4.5,1631,"Snacks, Italian style pizza, American style pizza",Bahnhofstraße 33D,13125,Berlin
49382,Karow Döner Pizza Burger,https://www.lieferando.de/en/menu/karow-doener-pizza-burger,4.5,914,"Turkish, Döner",Hubertusdamm 65,13125,Berlin
49404,La Pampa Steakhouse,https://www.lieferando.de/en/menu/la-pampa-steakhouse,4.0,555,"American, Steaks, Burgers",Schönower Straße 147,16341,Zepernick
49430,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-pankow,4.0,1180,"Snacks, Italian style pizza, American style pizza",Kastanienallee 58 A,13158,Berlin
49436,Ristorante Francavilla,https://www.lieferando.de/en/menu/francavilla-berlin,4.0,3044,"Italian, Italian style pizza, Steaks",Dietzgenstr. 70,13156,Berlin
49446,Toni Pizzaiolo,https://www.lieferando.de/en/menu/toni-pizzaiolo,4.5,227,"Italian style pizza, Salads, Pasta",Quickborner Straße 48-50,13439,Berlin
49461,Pizza Planet,https://www.lieferando.de/en/menu/pizza-planet-glienicke,4.5,121,"Italian, American, Burgers",Märkische Allee 76,16548,Nordbahn
49462,Pizza Gelato de Angeli,https://www.lieferando.de/en/menu/pizza-gelato-de-angeli,4.5,294,"Italian style pizza, Salads",Dietzgenstrasse 68,13156,Berlin
49468,auszeit,https://www.lieferando.de/en/menu/auszeit-berlin,5.0,415,"Burgers, Pasta",Hermann-Hesse-Straße 15,13156,Berlin
49469,B&B Focaccia,https://www.lieferando.de/en/menu/bbfocacciaberlin,4.5,1009,Italian,Kuckhoffstr. 1,13156,Berlin
49549,The MyMoon Restaurant & Lounge,https://www.lieferando.de/en/menu/the-mymoon-berlin,4.5,14,"Burgers, Pasta",Alt-Reinickendorf 1-3,13407,Berlin
49568,Burger Provinz,https://www.lieferando.de/en/menu/burger-provinz,4.5,328,"Burgers, 100% Halal, Fries",Provinzstraße 111,13409,Berlin
49569,W-Damm Grill,https://www.lieferando.de/en/menu/w-damm-grill,5.0,40,"Italian style pizza, Burgers, Döner",Wilhelmsruher Damm 231,13435,Berlin
49571,burgerme,https://www.lieferando.de/en/menu/burgerme-berlin-pankow,4.5,426,"Snacks, American, Burgers",Grabbeallee 61,13156,Berlin
49581,PaPiSa,https://www.lieferando.de/en/menu/papisa-berlin,4.5,445,"Italian style pizza, Salads, Pasta",Oranienburger Straße / links 229,13437,Berlin
49583,Little Italy,https://www.lieferando.de/en/menu/littleitaly-berlin,4.5,4174,"Snacks, Mexican, Italian style pizza",Roedernallee 118,13437,Wittenau
49584,Taverna Orakel Hellas,https://www.lieferando.de/en/menu/taverna-orakel-hellas-13439,4.5,749,Greek,Dannenwalder Weg 70,13439,Berlin
49585,Wing-Seng Asia Küche,https://www.lieferando.de/en/menu/wing-seng-berlin,4.5,6118,"Chinese, Vietnamese, Asian",Wollankstraße 28,13359,Berlin
49589,KFC,https://www.lieferando.de/en/menu/kfc-berlin-maerkisches-zentrum,4.0,541,"American, Chicken, Burgers",Wilhelmsruher Damm 138,13439,Berlin
49597,Pizzeria & Gelateria Da Massimo,https://www.lieferando.de/en/menu/pizzeria-gelateria-da-massimo,4.5,562,"Italian style pizza, Desserts, Pasta",Berliner Straße 22,13467,Berlin
49603,Humus & Chicken,https://www.lieferando.de/en/menu/humus-chicken,4.5,667,"Italian style pizza, Vegetarian, Burgers",Heinsestraße 37,13467,Berlin
49605,Torino,https://www.lieferando.de/en/menu/torino-berlin,4.5,1506,"Italian style pizza, Burgers, Pasta",Hauptstrasse 103,13158,Rosenthal
49608,Döner Time,https://www.lieferando.de/en/menu/doener-time-wilhelmsruher-damm,4.5,109,"Turkish, Turkish pizza, Döner",Wilhelmsruher Damm 242,13435,Berlin
49610,TIKKA HOUSE,https://www.lieferando.de/en/menu/tikka-house,4.5,135,Indian,Waidmannsluster Damm 176A,13469,Berlin
49612,Sahatoky Restaurant,https://www.lieferando.de/en/menu/sahatoky-restaurant,4.5,204,"Sushi, Curry, Asian",Oranienburger Straße 93,13437,Berlin
49616,Pho To,https://www.lieferando.de/en/menu/pho-to,4.0,7843,"Sushi, Vietnamese, Chicken",Emmentaler Str. 91,13409,Berlin
49617,China-Restaurant Hua Li Du,https://www.lieferando.de/en/menu/china-restaurant-hua-li-du,4.5,620,"Chinese, Chicken, Curry",Dietzgenstraße 11 a,13156,Berlin
49619,Ristorante Montana,https://www.lieferando.de/en/menu/ristorante-montana-berlin,4.5,183,"Italian style pizza, Pasta",Wilhelmsruher Damm 130-132,13439,Berlin
49620,Ben & Jerry's und Magnum,https://www.lieferando.de/en/menu/ben-jerrys-und-magnum-berlin-residenzstr,4.5,11,"Snacks, Desserts, Ice cream",Residenzstraße 8,13409,Berlin
49622,NaR - Türkische Küche,https://www.lieferando.de/en/menu/nar-tuerkische-kueche,4.5,52,"Turkish, Vegetarian",Emmentaler Strasse 71,13407,Tegel
49632,Long Li House,https://www.lieferando.de/en/menu/long-li-house-residenzstrasse,4.0,2413,"Chinese, Thai, Vietnamese",Residenzstraße 130,13409,Berlin
49641,Restaurant im Paracelsusbad,https://www.lieferando.de/en/menu/restaurant-para-bad,4.0,365,"German dishes, Burgers, Schnitzel",Roedernallee / Paracelsus-Bad 200-204,13407,Berlin
49665,NongLak- thailändisches Restaurant,https://www.lieferando.de/en/menu/nonglak-thailaendisches-restaurant,4.5,341,"Thai, Curry, Asian",Grabbeallee 55/Ecke Tschaikowskistrasse 30,13156,Berlin
49675,La Granja Grill,https://www.lieferando.de/en/menu/la-granja-grill,4.0,67,"Mexican, Chicken",Emmentaler Straße 103,13409,Berlin
49678,Gelateria Il Sorbetto,https://www.lieferando.de/en/menu/gelateria-il-sorbeto,0.0,0,"Desserts, Ice cream, Pancakes",Aroser Allee 154,13407,Berlin
49687,Waffel Zauber Pankow,https://www.lieferando.de/en/menu/waffel-zauber-pankow,5.0,66,"Drinks/Snacks, Desserts, Baked Goods",Heinrich-Böll-Straße 2,13156,Berlin
49691,Mexico Restaurant,https://www.lieferando.de/en/menu/mexico-restaurant,4.5,123,"Spanish/Tapas, Mexican",Hertzstraße 22,13158,Berlin
49703,Burger City,https://www.lieferando.de/en/menu/burger-city-berlin-scharnweberstrasse,4.5,1702,"Vegetarian, Burgers, 100% Halal",Scharnweberstraße 82,13405,Berlin
49709,Sushi Yana,https://www.lieferando.de/en/menu/sushi-yana-tegel,4.0,5723,"Sushi, Japanese, Asian",Medebacher Weg 12,13507,Berlin
49717,Orient Kitchen,https://www.lieferando.de/en/menu/orient-kitchen-1,5.0,1262,"Vegan, Arab, Falafel",Wilhelmsruher Damm 142d,13439,Berlin
49719,Chicken & Burgerstall,https://www.lieferando.de/en/menu/chicken-burgerstall,4.5,2665,"American, Burgers, 100% Halal",Wilhelmsruher Damm 170,13435,Berlin
49720,Pizza Bambolone,https://www.lieferando.de/en/menu/pizza-bambolone,5.0,545,"Italian style pizza, Salads, Pasta",Eichborndamm 97,13403,Berlin
49727,El Dorando Steakhaus,https://www.lieferando.de/en/menu/el-dorando-steakhaus,4.5,3327,"Italian, Steaks, Chicken",Alt-Reinickendorf 62,13407,Berlin
49730,Musuko,https://www.lieferando.de/en/menu/musuko,4.5,965,"Sushi, Vietnamese, Asian",Lindauer Allee 20,13407,Berlin
49731,Papadam,https://www.lieferando.de/en/menu/papadam,4.5,974,"Indian, Vegetarian, Vegan",Scharnweberstraße 6-7,13405,Berlin
49736,Pizza Max,https://www.lieferando.de/en/menu/pizza-max-berlin-berliner-strasse,4.0,3023,"Italian style pizza, Burgers, Pasta",Berliner Straße 137,13467,Berlin
49749,Asiana Village,https://www.lieferando.de/en/menu/asiana-village,4.5,1410,"Chinese, Sushi, Asian",Wilhelmsruher Damm 231,13435,Berlin
49751,Porta Via,https://www.lieferando.de/en/menu/porta-via-berlin,4.5,325,"Italian style pizza, Steaks, Pasta",Ollenhauerstraße 112,13403,Berlin
49755,Black & White Titiseestraße,https://www.lieferando.de/en/menu/black-white-titiseestrasse,4.5,725,"Italian style pizza, Burgers, Döner",Titiseestrasse 5,13469,Waidmannslust
49758,Com Pho Viet,https://www.lieferando.de/en/menu/com-pho-viet-schlitzer-strasse,4.5,113,"Sushi, Asian",Schlitzer Straße 44,13435,Berlin
49777,Köfte Haus,https://www.lieferando.de/en/menu/kofte-haus-ug-berlin,4.0,130,"Burgers, Döner, Pasta",Oranienburger Str 196,13437,Berlin
49781,Pizza Orient,https://www.lieferando.de/en/menu/pizza-orient-berlin,4.0,6332,"Italian, Italian style pizza",Aroser Allee 63,13407,Berlin
49786,Pizzeria Leonardo Da Vinci,https://www.lieferando.de/en/menu/pizzeria-leonardo-da-vinci-berlin,4.0,1383,"Italian style pizza, Burgers, Pasta",Titiseestraße 5,13469,Berlin
49788,Pizza Friends,https://www.lieferando.de/en/menu/pizza-friends-oranienburger-str,4.0,142,"Italian style pizza, Burgers, Wraps",Oranienburger Str. 196,13437,Berlin
49795,Geheimwaffel,https://www.lieferando.de/en/menu/geheimwaffel,3.5,483,"Desserts, Ice cream, Baked Goods",Alt-Reinickendorf 61,13407,Berlin
49800,Trattoria Pizzeria La Trinacria,https://www.lieferando.de/en/menu/trattoria-pizzeria-la-trinacria-reinickendorf,4.5,16,"Italian style pizza, Steaks, Pasta",Aroser Allee 140,13407,Berlin
49815,Ristorante Capitano,https://www.lieferando.de/en/menu/ristorante-capitano,4.5,72,"Italian style pizza, Salads",Eichhorster Weg 9,13435,Berlin
49824,Mest Ocakbasi,https://www.lieferando.de/en/menu/mest-ocakbasi,4.0,14,"Turkish, Vegetarian, Veal",Oranienburger Straße 62/rechts,13437,Berlin
49834,MV FoodCorner,https://www.lieferando.de/en/menu/mv-foodcorner,4.5,669,"Italian style pizza, Burgers, Döner",Wilhelmsruher Damm 168,13435,Berlin
49855,Call a Pizza,https://www.lieferando.de/en/menu/call-a-pizza-schoenfliess-traubeneichenstrasse,4.5,2286,"Italian style pizza, Burgers, Pasta",Traubeneichenstraße 62-66,16567,Schönfließ
49856,Bella Donna,https://www.lieferando.de/en/menu/bella-donna-birkenwerder,4.5,1169,"Turkish, Snacks, Italian style pizza",Bergfelder Str. 34,16547,Birkenwerder
49905,Flora Burger,https://www.lieferando.de/en/menu/flora-burger,5.0,3423,"Snacks, Burgers, Fries",Florastraße 41,13187,Berlin
50587,Kaiyō,https://www.lieferando.de/en/menu/kaiyo,5.0,1178,"Sushi, Asian",Togostraße 4,13351,Berlin
